id,name,parent_id/id
cwa_cbl_cat.1830505,diepvries (maaltijd)soepen,cwa_cbl_cat.1830500
cwa_cbl_cat.1830510,k&k diepvriesmenu's,cwa_cbl_cat.1830500
cwa_cbl_cat.1830520,maaltijdcomponenten,cwa_cbl_cat.1830500
cwa_cbl_cat.1830515,pizza's,cwa_cbl_cat.1830500
cwa_cbl_cat.1830525,traiteurachtige producten,cwa_cbl_cat.1830500
cwa_cbl_cat.1810000,houdbare maaltijden,cwa_cbl_cat.1800000
cwa_cbl_cat.1810500,houdbare maaltijden,cwa_cbl_cat.1810000
cwa_cbl_cat.1810515,binnenlandse maaltijden,cwa_cbl_cat.1810500
cwa_cbl_cat.1810510,buitenlandse maaltijden,cwa_cbl_cat.1810500
cwa_cbl_cat.1810520,maaltijdcomponenten,cwa_cbl_cat.1810500
cwa_cbl_cat.1820000,verse maaltijden,cwa_cbl_cat.1800000
cwa_cbl_cat.1820500,verse lunchproducten,cwa_cbl_cat.1820000
cwa_cbl_cat.1820505,belegd broodje/sandwich,cwa_cbl_cat.1820500
cwa_cbl_cat.1821000,vers dinerproducten,cwa_cbl_cat.1820505
cwa_cbl_cat.1821005,binnenlandse maaltijden,cwa_cbl_cat.1821000
cwa_cbl_cat.1821010,buitenlandse maaltijden,cwa_cbl_cat.1821000
cwa_cbl_cat.1821025,maaltijdcomponenten / traiteurachtige producten,cwa_cbl_cat.1821000
cwa_cbl_cat.1821015,(maaltijd)soepen,cwa_cbl_cat.1821000
cwa_cbl_cat.1821020,pizza,cwa_cbl_cat.1821000
cwa_cbl_cat.2800000,overig assortiment,
cwa_cbl_cat.2810000,houdbaar overig assortiment,cwa_cbl_cat.2800000
cwa_cbl_cat.2810500,winkelartikelen,cwa_cbl_cat.2810000
cwa_cbl_cat.2810505,boodschappentassen,cwa_cbl_cat.2810500
cwa_cbl_cat.2810520,emballage,cwa_cbl_cat.2810500
cwa_cbl_cat.2811000,textiel,cwa_cbl_cat.2810520
cwa_cbl_cat.2811010,huishoudtextiel,cwa_cbl_cat.2811000
cwa_cbl_cat.2811005,"kousen, sokken",cwa_cbl_cat.2811000
cwa_cbl_cat.2811015,ondergoed,cwa_cbl_cat.2811000
cwa_cbl_cat.2811020,overige textiel,cwa_cbl_cat.2811000
cwa_cbl_cat.2811025,schoeisel,cwa_cbl_cat.2811000
cwa_cbl_cat.2811500,"foto, audio, video",cwa_cbl_cat.2811025
cwa_cbl_cat.2811510,"beelddragers, geluiddragers",cwa_cbl_cat.2811500
cwa_cbl_cat.2811515,fotoalbums,cwa_cbl_cat.2811500
cwa_cbl_cat.2812500,diensten en services,cwa_cbl_cat.2811515
cwa_cbl_cat.2812515,boodschappenbezorgservice,cwa_cbl_cat.2812500
cwa_cbl_cat.2812525,foto-ontwikkel en afdruk services,cwa_cbl_cat.2812500
cwa_cbl_cat.2812505,kledingservices,cwa_cbl_cat.2812500
cwa_cbl_cat.2812530,kopieer- en faxservice,cwa_cbl_cat.2812500
cwa_cbl_cat.2812535,overige services,cwa_cbl_cat.2812500
cwa_cbl_cat.2813000,overig huishoudelijk assortiment,cwa_cbl_cat.2812535
cwa_cbl_cat.2813025,"glas, porcelein, aardewerk",cwa_cbl_cat.2813000
cwa_cbl_cat.2815000,voedingsgebonden OTC,cwa_cbl_cat.2813025
cwa_cbl_cat.2815005,afslankproducten,cwa_cbl_cat.2815000
cwa_cbl_cat.2815010,"vitaminen, mineralen, voedingssupplementen",cwa_cbl_cat.2815000
cwa_cbl_cat.2815500,"artikelen tegen aandoeningen,  preparaten",cwa_cbl_cat.2815010
cwa_cbl_cat.2815535,"blaaspreparaten, geslachtpreparaten",cwa_cbl_cat.2815500
cwa_cbl_cat.2815540,bloedsomloop preparaten,cwa_cbl_cat.2815500
cwa_cbl_cat.2815520,grieppreparaten,cwa_cbl_cat.2815500
cwa_cbl_cat.2815515,"hoestpreparaten, keelpreparaten",cwa_cbl_cat.2815500
cwa_cbl_cat.2815550,huidverzorging,cwa_cbl_cat.2815500
cwa_cbl_cat.2815530,oogverzorging,cwa_cbl_cat.2815500
cwa_cbl_cat.2815531,oorverzorging,cwa_cbl_cat.2815500
cwa_cbl_cat.2815505,pijnstillende middelen,cwa_cbl_cat.2815500
cwa_cbl_cat.2815555,"spierverzorging, gewrichtsverzorging",cwa_cbl_cat.2815500
cwa_cbl_cat.2816000,gedragsbeinvloedende artikelen,cwa_cbl_cat.2815555
cwa_cbl_cat.2816005,"kalmerend, rustgevend",cwa_cbl_cat.2816000
cwa_cbl_cat.2816010,middelen tegen reisziekte,cwa_cbl_cat.2816000
cwa_cbl_cat.2816015,overige habituele aandoeningen,cwa_cbl_cat.2816000
cwa_cbl_cat.2816500,"testen, diagnostische producten, meetapparatuur",cwa_cbl_cat.2816015
cwa_cbl_cat.2816510,overige diagnostische testen,cwa_cbl_cat.2816500
cwa_cbl_cat.2819500,overig assortiment,cwa_cbl_cat.2816510
cwa_cbl_cat.2819575,apparaten elektrisch / elektronisch,cwa_cbl_cat.2819500
cwa_cbl_cat.2819505,bijoux,cwa_cbl_cat.2819500
cwa_cbl_cat.2819580,camping,cwa_cbl_cat.2819500
cwa_cbl_cat.2819565,decoratie non food,cwa_cbl_cat.2819500
cwa_cbl_cat.2819535,doe het zelf,cwa_cbl_cat.2819500
cwa_cbl_cat.2819510,"fiets, auto",cwa_cbl_cat.2819500
cwa_cbl_cat.2819515,gereedschappen,cwa_cbl_cat.2819500
cwa_cbl_cat.2819525,haardblokken,cwa_cbl_cat.2819500
cwa_cbl_cat.2819560,kookboeken,cwa_cbl_cat.2819500
cwa_cbl_cat.2819585,naaigaren en naaigerei,cwa_cbl_cat.2819500
cwa_cbl_cat.2819590,optiek,cwa_cbl_cat.2819500
cwa_cbl_cat.2819599,overige assortiment,cwa_cbl_cat.2819500
cwa_cbl_cat.2819545,"schoenonderhoudsartikelen, veters",cwa_cbl_cat.2819500
cwa_cbl_cat.2819550,speelgoed,cwa_cbl_cat.2819500
cwa_cbl_cat.2819570,"tassen, koffers",cwa_cbl_cat.2819500
cwa_cbl_cat.2819555,tuinartikelen,cwa_cbl_cat.2819500
cwa_cbl_cat.2819540,verf en accessoires,cwa_cbl_cat.2819500
cwa_cbl_cat.2816507,ovulatietest,cwa_cbl_cat.2816500
cwa_cbl_cat.2816508,thermometers,cwa_cbl_cat.2816500
cwa_cbl_cat.2816505,zwangerschapstesten,cwa_cbl_cat.2816500
cwa_cbl_cat.2815525,spijsverteringspreparaten,cwa_cbl_cat.2815500
cwa_cbl_cat.2815510,verkoudheidspreparaten,cwa_cbl_cat.2815500
cwa_cbl_cat.2813010,groothuishoudelijk plastic,cwa_cbl_cat.2813000
cwa_cbl_cat.2813020,keukenhulpjes,cwa_cbl_cat.2813000
cwa_cbl_cat.2813005,klein huishoudelijk plastic,cwa_cbl_cat.2813000
cwa_cbl_cat.2813015,"potten, pannen, bakvormen",cwa_cbl_cat.2813000
cwa_cbl_cat.2812520,PTT-post service,cwa_cbl_cat.2812500
cwa_cbl_cat.2812510,schoenreparatie,cwa_cbl_cat.2812500
cwa_cbl_cat.2811505,foto materialen,cwa_cbl_cat.2811500
cwa_cbl_cat.2810510,folders en brochures,cwa_cbl_cat.2810500
cwa_cbl_cat.2810515,waardebonnen,cwa_cbl_cat.2810500
cwa_cbl_cat.2000000,rookwaren,
cwa_cbl_cat.2010000,houdbare rookwaren,cwa_cbl_cat.2000000
cwa_cbl_cat.2010500,tabaksproducten,cwa_cbl_cat.2010000
cwa_cbl_cat.2010520,pijptabak,cwa_cbl_cat.2010500
cwa_cbl_cat.2011000,hulpmiddelen,cwa_cbl_cat.2010520
cwa_cbl_cat.2011015,aanstekers,cwa_cbl_cat.2011000
cwa_cbl_cat.2011010,hulzen/filters,cwa_cbl_cat.2011000
cwa_cbl_cat.2011005,vloei,cwa_cbl_cat.2011000
cwa_cbl_cat.2010515,shag,cwa_cbl_cat.2010500
cwa_cbl_cat.2010510,sigaren,cwa_cbl_cat.2010500
cwa_cbl_cat.2010505,sigaretten,cwa_cbl_cat.2010500
cwa_cbl_cat.2200000,schoonmaak en onderhoudsartikelen,
cwa_cbl_cat.2210000,houdbare schoonmaak en onderhoudsartikelen,cwa_cbl_cat.2200000
cwa_cbl_cat.2210500,was- en reinigingsmiddelen,cwa_cbl_cat.2210000
cwa_cbl_cat.2210530,afwas-/vaatwasmiddelen,cwa_cbl_cat.2210500
cwa_cbl_cat.2210510,"bont-, wol-, fijn-, en handwasmiddelen",cwa_cbl_cat.2210500
cwa_cbl_cat.2210535,"generieke reinigers, schuurmiddel",cwa_cbl_cat.2210500
cwa_cbl_cat.2210550,luchtverfrissers,cwa_cbl_cat.2210500
cwa_cbl_cat.2211000,poetsmiddelen,cwa_cbl_cat.2210550
cwa_cbl_cat.2211005,meubelreiniging/onderhoudsmiddelen,cwa_cbl_cat.2211000
cwa_cbl_cat.2211020,schoenpoetsmiddelen,cwa_cbl_cat.2211000
cwa_cbl_cat.2211015,vloerreiniging/onderhoud,cwa_cbl_cat.2211000
cwa_cbl_cat.2211010,"zilverpoets, koperpoets",cwa_cbl_cat.2211000
cwa_cbl_cat.2210525,overig wasmiddelen,cwa_cbl_cat.2210500
cwa_cbl_cat.2210540,specialistische reinigers,cwa_cbl_cat.2210500
cwa_cbl_cat.2210545,toiletreinigers,cwa_cbl_cat.2210500
cwa_cbl_cat.2210515,voorwasmiddelen,cwa_cbl_cat.2210500
cwa_cbl_cat.2210520,wasverzachters,cwa_cbl_cat.2210500
cwa_cbl_cat.2210505,witwasmiddelen,cwa_cbl_cat.2210500
cwa_cbl_cat.2900000,sterk alcoholische dranken,
cwa_cbl_cat.2910000,houdbare sterk alcoholische dranken,cwa_cbl_cat.2900000
cwa_cbl_cat.2910500,sterk alcoholische dranken,cwa_cbl_cat.2910000
cwa_cbl_cat.2910560,anijsdranken,cwa_cbl_cat.2910500
cwa_cbl_cat.2910520,Berenburg,cwa_cbl_cat.2910500
cwa_cbl_cat.2910515,brandewijn,cwa_cbl_cat.2910500
cwa_cbl_cat.2910535,cognac,cwa_cbl_cat.2910500
cwa_cbl_cat.2910555,creamdranken,cwa_cbl_cat.2910500
cwa_cbl_cat.2910545,gin,cwa_cbl_cat.2910500
cwa_cbl_cat.2910505,jenever,cwa_cbl_cat.2910500
cwa_cbl_cat.2910525,likeuren,cwa_cbl_cat.2910500
cwa_cbl_cat.2910565,overige specialiteiten,cwa_cbl_cat.2910500
cwa_cbl_cat.2910540,rum,cwa_cbl_cat.2910500
cwa_cbl_cat.2910510,vieux,cwa_cbl_cat.2910500
cwa_cbl_cat.2910530,whisky,cwa_cbl_cat.2910500
cwa_cbl_cat.4000000,winkelmateriaal,cwa_cbl_cat.2910500
cwa_cbl_cat.4200010,bonrollen,cwa_cbl_cat.4000000
cwa_cbl_cat.4200025,diverse,cwa_cbl_cat.4000000
cwa_cbl_cat.4300015,diverse,cwa_cbl_cat.4000000
cwa_cbl_cat.4200005,etiketten,cwa_cbl_cat.4000000
cwa_cbl_cat.4000020,folie zakken,cwa_cbl_cat.4000000
cwa_cbl_cat.4000025,gecombineerde zakken,cwa_cbl_cat.4000000
cwa_cbl_cat.4300010,handdoekendispenser,cwa_cbl_cat.4000000
cwa_cbl_cat.4200020,inktlinten,cwa_cbl_cat.4000000
cwa_cbl_cat.4100030,kaarten,cwa_cbl_cat.4000000
cwa_cbl_cat.4200000,"kassabenodigdheden, prijsbenodigdheden",cwa_cbl_cat.4000000
cwa_cbl_cat.4100035,kleding,cwa_cbl_cat.4000000
cwa_cbl_cat.4100045,overig styling materiaal,cwa_cbl_cat.4000000
cwa_cbl_cat.4000010,papieren zakken,cwa_cbl_cat.4000000
cwa_cbl_cat.4000015,plastic zakken,cwa_cbl_cat.4000000
cwa_cbl_cat.4300005,rolhouder,cwa_cbl_cat.4000000
cwa_cbl_cat.4300000,schoon- en hygieneartikelen,cwa_cbl_cat.4000000
cwa_cbl_cat.4000005,schuimschalen,cwa_cbl_cat.4000000
cwa_cbl_cat.4100000,stylingmateriaal,cwa_cbl_cat.4000000
cwa_cbl_cat.4200015,toner,cwa_cbl_cat.4000000
cwa_cbl_cat.4100040,vlaggenstokken,cwa_cbl_cat.4000000
cwa_cbl_cat.2910550,wodka,cwa_cbl_cat.2910500
cwa_cbl_cat.1600000,"vis, schaal- en schelpdieren",
cwa_cbl_cat.1630000,"diepvries vis, schaal- en schelpdieren",cwa_cbl_cat.1600000
cwa_cbl_cat.1630500,diepvries vis,cwa_cbl_cat.1630000
cwa_cbl_cat.1630515,diepvries maatjesharng,cwa_cbl_cat.1630500
cwa_cbl_cat.1631000,diepvries schaal- en schelpdieren,cwa_cbl_cat.1630515
cwa_cbl_cat.1631005,schaal en schelpdieren,cwa_cbl_cat.1631000
cwa_cbl_cat.1630510,gecoate vis,cwa_cbl_cat.1630500
cwa_cbl_cat.1630505,vis naturel / toebereid,cwa_cbl_cat.1630500
cwa_cbl_cat.1610000,"houdbare vis, schaal- en schelpdieren",cwa_cbl_cat.1600000
cwa_cbl_cat.1610500,houdbare visproducten,cwa_cbl_cat.1610000
cwa_cbl_cat.1610510,visproducten in tube,cwa_cbl_cat.1610500
cwa_cbl_cat.1610505,"vis, schaal- en schelpdieren in blik",cwa_cbl_cat.1610500
cwa_cbl_cat.1610515,"vis, schaal- en schelpdieren in glas",cwa_cbl_cat.1610500
cwa_cbl_cat.1620000,(semi)verse vis,cwa_cbl_cat.1600000
cwa_cbl_cat.1620500,verse vis,cwa_cbl_cat.1620000
cwa_cbl_cat.1620510,gebakken / gefrituurde vis,cwa_cbl_cat.1620500
cwa_cbl_cat.1620515,maatjesharing,cwa_cbl_cat.1620500
cwa_cbl_cat.1621000,schaal- en schelpdieren,cwa_cbl_cat.1620515
cwa_cbl_cat.1621005,schaal- en schelpdieren,cwa_cbl_cat.1621000
cwa_cbl_cat.1621500,verpakte vis,cwa_cbl_cat.1621005
cwa_cbl_cat.1621515,haring in glas of emmer,cwa_cbl_cat.1621500
cwa_cbl_cat.1622000,verpakte schaal- en schelpdieren,cwa_cbl_cat.1621515
cwa_cbl_cat.1622005,verpakte schaal- en schelpdieren,cwa_cbl_cat.1622000
cwa_cbl_cat.1621510,overige vis in glas,cwa_cbl_cat.1621500
cwa_cbl_cat.1621505,verpakte vis niet in glas,cwa_cbl_cat.1621500
cwa_cbl_cat.1620505,"verse vis, onbewerkt, gefileerd, gerookt, gedroogd",cwa_cbl_cat.1620500
cwa_cbl_cat.1500000,vleeswaren en salades,
cwa_cbl_cat.1520000,(semi-) verse vleeswaren en salades,cwa_cbl_cat.1500000
cwa_cbl_cat.1520500,snijverse vleeswaren,cwa_cbl_cat.1520000
cwa_cbl_cat.1520535,droge en gekookte worst snijvers,cwa_cbl_cat.1520500
cwa_cbl_cat.1520515,ham snijvers,cwa_cbl_cat.1520500
cwa_cbl_cat.1520530,"kipproducten snijvers, kalkoenproducten snijvers",cwa_cbl_cat.1520500
cwa_cbl_cat.1520505,leverproducten snijvers,cwa_cbl_cat.1520500
cwa_cbl_cat.1520510,pate's snijvers,cwa_cbl_cat.1520500
cwa_cbl_cat.1520525,"ribsoort snijvers, speksoort snijvers",cwa_cbl_cat.1520500
cwa_cbl_cat.1520520,rookvlees en rosbief snijvers,cwa_cbl_cat.1520500
cwa_cbl_cat.1520540,vegetarische vleeswaren snijvers,cwa_cbl_cat.1520500
cwa_cbl_cat.1521000,verpakte gesneden vleeswaren,cwa_cbl_cat.1520540
cwa_cbl_cat.1521035,verpakte droge en gekookte worst,cwa_cbl_cat.1521000
cwa_cbl_cat.1521015,verpakte ham,cwa_cbl_cat.1521000
cwa_cbl_cat.1521030,verpakte kipproducten en kalkoenproducten,cwa_cbl_cat.1521000
cwa_cbl_cat.1521005,verpakte leverproducten,cwa_cbl_cat.1521000
cwa_cbl_cat.1521025,verpakte ribsoorten en speksoorten,cwa_cbl_cat.1521000
cwa_cbl_cat.1521020,verpakte rookvlees/rosbief,cwa_cbl_cat.1521000
cwa_cbl_cat.1521040,verpakte vegetarische vleeswaren ,cwa_cbl_cat.1521000
cwa_cbl_cat.1521500,stuks artikelen,cwa_cbl_cat.1521040
cwa_cbl_cat.1521525,borrelhapjes,cwa_cbl_cat.1521500
cwa_cbl_cat.1521515,droge en gekookte worst,cwa_cbl_cat.1521500
cwa_cbl_cat.1521530,filet americain,cwa_cbl_cat.1521500
cwa_cbl_cat.1521505,leverworst,cwa_cbl_cat.1521500
cwa_cbl_cat.1521535,pate,cwa_cbl_cat.1521500
cwa_cbl_cat.1522000,salades en sauzen,cwa_cbl_cat.1521535
cwa_cbl_cat.1522015,sauzen los,cwa_cbl_cat.1522000
cwa_cbl_cat.1522020,sauzen verpakt,cwa_cbl_cat.1522000
cwa_cbl_cat.1522005,schepsalades los,cwa_cbl_cat.1522000
cwa_cbl_cat.1522010,verpakte salades,cwa_cbl_cat.1522000
cwa_cbl_cat.1521510,theeworst,cwa_cbl_cat.1521500
cwa_cbl_cat.1521520,zure zult,cwa_cbl_cat.1521500
cwa_cbl_cat.1510000,vleeswarenconserven,cwa_cbl_cat.1500000
cwa_cbl_cat.1510500,vleeswarenconserven,cwa_cbl_cat.1510000
cwa_cbl_cat.1510505,vleeswarenconserven,cwa_cbl_cat.1510500
cwa_cbl_cat.1400000,"vlees, wild en gevogelte",
cwa_cbl_cat.1430000,"diepvries vlees, wild en gevogelte",cwa_cbl_cat.1400000
cwa_cbl_cat.1430500,"diepvries vlees, wild en gevogelte",cwa_cbl_cat.1430000
cwa_cbl_cat.1430505,kip en ander gevogelte,cwa_cbl_cat.1430500
cwa_cbl_cat.1430520,vegetarische vleesvervangers,cwa_cbl_cat.1430500
cwa_cbl_cat.1431000,vleessnacks,cwa_cbl_cat.1430520
cwa_cbl_cat.1431030,diepvries overige snacks / specialiteiten,cwa_cbl_cat.1431000
cwa_cbl_cat.1431025,gevogelte snacks,cwa_cbl_cat.1431000
cwa_cbl_cat.1431015,"hamburgers, frikadellen",cwa_cbl_cat.1431000
cwa_cbl_cat.1431020,"kroketten, bitterballen",cwa_cbl_cat.1431000
cwa_cbl_cat.1431005,sateh,cwa_cbl_cat.1431000
cwa_cbl_cat.1430515,vlees / toebereid vlees,cwa_cbl_cat.1430500
cwa_cbl_cat.1430510,wild,cwa_cbl_cat.1430500
cwa_cbl_cat.1410000,"houdbaar vlees, wild en gevogelte",cwa_cbl_cat.1400000
cwa_cbl_cat.1410500,vleesconserven,cwa_cbl_cat.1410000
cwa_cbl_cat.1410520,rookworst verpakt,cwa_cbl_cat.1410500
cwa_cbl_cat.1410525,vacuum kip,cwa_cbl_cat.1410500
cwa_cbl_cat.1410530,vegetarische vleesvervangers,cwa_cbl_cat.1410500
cwa_cbl_cat.1410510,vleesconserven blik,cwa_cbl_cat.1410500
cwa_cbl_cat.1410505,vleesconserven glas,cwa_cbl_cat.1410500
cwa_cbl_cat.1410515,vlees in folie/plastic pakken,cwa_cbl_cat.1410500
cwa_cbl_cat.1420000,vers vlees,cwa_cbl_cat.1400000
cwa_cbl_cat.1420500,vers vlees,cwa_cbl_cat.1420000
cwa_cbl_cat.1420535,bgf-pakketten,cwa_cbl_cat.1420500
cwa_cbl_cat.1420530,gedraaide vleesproducten,cwa_cbl_cat.1420500
cwa_cbl_cat.1420520,kalfsvlees,cwa_cbl_cat.1420500
cwa_cbl_cat.1420525,"lamsvlees, schapenvlees",cwa_cbl_cat.1420500
cwa_cbl_cat.1420540,overig panklaar vlees,cwa_cbl_cat.1420500
cwa_cbl_cat.1420515,paardenvlees,cwa_cbl_cat.1420500
cwa_cbl_cat.1420510,rundvlees,cwa_cbl_cat.1420500
cwa_cbl_cat.1420511,rundvlees panklaar,cwa_cbl_cat.1420500
cwa_cbl_cat.1420505,varkensvlees,cwa_cbl_cat.1420500
cwa_cbl_cat.1420506,varkensvlees panklaar,cwa_cbl_cat.1420500
cwa_cbl_cat.1420550,vegetarische vleesvervangers,cwa_cbl_cat.1420500
cwa_cbl_cat.1420551,vegetarische vleesvervangers panklaar,cwa_cbl_cat.1420500
cwa_cbl_cat.1421000,vers gevogelte,cwa_cbl_cat.1420551
cwa_cbl_cat.1421010,kalkoen,cwa_cbl_cat.1421000
cwa_cbl_cat.1421011,kalkoen panklaar,cwa_cbl_cat.1421000
cwa_cbl_cat.1421005,kip,cwa_cbl_cat.1421000
cwa_cbl_cat.1421006,kip panklaar,cwa_cbl_cat.1421000
cwa_cbl_cat.1421015,overig gevogelte,cwa_cbl_cat.1421000
cwa_cbl_cat.1421020,overig panklaar gevogelte,cwa_cbl_cat.1421000
cwa_cbl_cat.1421500,vers wild,cwa_cbl_cat.1421020
cwa_cbl_cat.1421505,"haas,konijn",cwa_cbl_cat.1421500
cwa_cbl_cat.1421510,overig wild,cwa_cbl_cat.1421500
cwa_cbl_cat.1420545,verse  rookworst,cwa_cbl_cat.1420500
cwa_cbl_cat.1100000,zuivel en eieren,
cwa_cbl_cat.1130000,diepvries zuivel en eieren,cwa_cbl_cat.1100000
cwa_cbl_cat.1130500,diepvries desserts en sappen,cwa_cbl_cat.1130000
cwa_cbl_cat.1130510,diepvries geconcentreerde vruchten/groentesappen,cwa_cbl_cat.1130500
cwa_cbl_cat.1131000,ijs,cwa_cbl_cat.1130510
cwa_cbl_cat.1131010,"handijs, portieijs, ijssnacks",cwa_cbl_cat.1131000
cwa_cbl_cat.1131020,ijstaarten e.d.,cwa_cbl_cat.1131000
cwa_cbl_cat.1131005,schepijs in bakken,cwa_cbl_cat.1131000
cwa_cbl_cat.1130505,"diepvries pudding, desserts",cwa_cbl_cat.1130500
cwa_cbl_cat.1110000,houdbare zuivel en eieren,cwa_cbl_cat.1100000
cwa_cbl_cat.1110500,houdbare melk,cwa_cbl_cat.1110000
cwa_cbl_cat.1110505,houdbare melk,cwa_cbl_cat.1110500
cwa_cbl_cat.1111000,overige houdbare zuivel,cwa_cbl_cat.1110505
cwa_cbl_cat.1111030,chocoladedranken,cwa_cbl_cat.1111000
cwa_cbl_cat.1111005,houdbare desserts,cwa_cbl_cat.1111000
cwa_cbl_cat.1111010,houdbare roomproducten,cwa_cbl_cat.1111000
cwa_cbl_cat.1111015,houdbare zuiveldrinks,cwa_cbl_cat.1111000
cwa_cbl_cat.1111025,soya drinks/desserts,cwa_cbl_cat.1111000
cwa_cbl_cat.1111020,watergruwel,cwa_cbl_cat.1111000
cwa_cbl_cat.1120000,(semi-) vers zuivel en eieren,cwa_cbl_cat.1100000
cwa_cbl_cat.1120500,eieren,cwa_cbl_cat.1120000
cwa_cbl_cat.1120505,eieren,cwa_cbl_cat.1120500
cwa_cbl_cat.1121000,dagverse melk,cwa_cbl_cat.1120505
cwa_cbl_cat.1121006,dagverse karnemelk,cwa_cbl_cat.1121000
cwa_cbl_cat.1121010,dagverse (karne-)melkdranken,cwa_cbl_cat.1121000
cwa_cbl_cat.1121500,overige dagverse zuivel bulk,cwa_cbl_cat.1121010
cwa_cbl_cat.1121510,homogene vla,cwa_cbl_cat.1121500
cwa_cbl_cat.1121515,kwark naturel,cwa_cbl_cat.1121500
cwa_cbl_cat.1121520,pappen,cwa_cbl_cat.1121500
cwa_cbl_cat.1122000,dagverse zuivelspecialiteiten,cwa_cbl_cat.1121520
cwa_cbl_cat.1122015,kwark met toevoegingen,cwa_cbl_cat.1122000
cwa_cbl_cat.1122025,luxe toetjes / specialiteiten,cwa_cbl_cat.1122000
cwa_cbl_cat.1122020,pudding,cwa_cbl_cat.1122000
cwa_cbl_cat.1122030,"slagroom, zure room, creme fraiche",cwa_cbl_cat.1122000
cwa_cbl_cat.1122010,vla met toevoegingen,cwa_cbl_cat.1122000
cwa_cbl_cat.1122005,yoghurt met toevoegingen,cwa_cbl_cat.1122000
cwa_cbl_cat.1122035,zuiveldranken,cwa_cbl_cat.1122000
cwa_cbl_cat.1122500,"geelvetten, witvetten",cwa_cbl_cat.1122035
cwa_cbl_cat.1122525,"bakproducten, braadproducten",cwa_cbl_cat.1122500
cwa_cbl_cat.1122505,boter,cwa_cbl_cat.1122500
cwa_cbl_cat.1122515,botermelange,cwa_cbl_cat.1122500
cwa_cbl_cat.1122535,frituurvet,cwa_cbl_cat.1122500
cwa_cbl_cat.1122520,halvarine,cwa_cbl_cat.1122500
cwa_cbl_cat.1122510,margarine,cwa_cbl_cat.1122500
cwa_cbl_cat.1121505,yoghurt naturel (homogeen),cwa_cbl_cat.1121500
cwa_cbl_cat.1121005,dagverse melk ,cwa_cbl_cat.1121000
